OBJECTID,Province/Territory,Project name,Total project capacity (MW),Turbine identifier,Turbine number in project,Turbine rated capacity (kW),Rotor diameter (m),Hub height (m),Manufacturer,Model,Commissioning date,Latitude,Longitude,Notes
1403,New Brunswick,Kent Hills 2,167,25,KHW45,45/55,3000,90,80,Vestas,V90,2010,45,7688019,-64,9509487,
1404,New Brunswick,Kent Hills 2,167,25,KHW46,46/55,3000,90,80,Vestas,V90,2010,45,7648747,-64,95036,
1405,New Brunswick,Kent Hills 2,167,25,KHW47,47/55,3000,90,80,Vestas,V90,2010,45,7718467,-64,9300993,
1406,New Brunswick,Kent Hills 2,167,25,KHW48,48/55,3000,90,80,Vestas,V90,2010,45,7686711,-64,928039,
1407,New Brunswick,Kent Hills 2,167,25,KHW49,49/55,3000,90,80,Vestas,V90,2010,45,756475,-64,9391562,
1408,New Brunswick,Kent Hills 2,167,25,KHW50,50/55,3000,90,80,Vestas,V90,2010,45,7539978,-64,937218,
1409,New Brunswick,Lam?que Wind Power Project,45,LWP1,1/30,1500,77,80,Acciona Wind Power,AW-1500/77,2011,47,8758797,-64,6152294,
1410,New Brunswick,Lam?que Wind Power Project,45,LWP2,2/30,1500,77,80,Acciona Wind Power,AW-1500/77,2011,47,873199,-64,6120108,
1411,New Brunswick,Lam?que Wind Power Project,45,LWP3,3/30,1500,77,80,Acciona Wind Power,AW-1500/77,2011,47,869904,-64,6114587,
1412,New Brunswick,Lam?que Wind Power Project,45,LWP4,4/30,1500,77,80,Acciona Wind Power,AW-1500/77,2011,47,8666117,-64,6109266,
1413,New Brunswick,Lam?que Wind Power Project,45,LWP5,5/30,1500,77,80,Acciona Wind Power,AW-1500/77,2011,47,8697589,-64,6237745,
1414,New Brunswick,Lam?que Wind Power Project,45,LWP6,6/30,1500,77,80,Acciona Wind Power,AW-1500/77,2011,47,8668839,-64,6230229,
1415,New Brunswick,Lam?que Wind Power Project,45,LWP7,7/30,1500,77,80,Acciona Wind Power,AW-1500/77,2011,47,8641408,-64,620344,
1416,New Brunswick,Lam?que Wind Power Project,45,LWP8,8/30,1500,77,80,Acciona Wind Power,AW-1500/77,2011,47,8615008,-64,6197118,
1417,New Brunswick,Lam?que Wind Power Project,45,LWP9,9/30,1500,77,80,Acciona Wind Power,AW-1500/77,2011,47,8643905,-64,6005766,
1418,New Brunswick,Lam?que Wind Power Project,45,LWP10,10/30,1500,77,80,Acciona Wind Power,AW-1500/77,2011,47,8560192,-64,5991772,
1419,New Brunswick,Lam?que Wind Power Project,45,LWP11,11/30,1500,77,80,Acciona Wind Power,AW-1500/77,2011,47,8514474,-64,6199419,
1420,New Brunswick,Lam?que Wind Power Project,45,LWP12,12/30,1500,77,80,Acciona Wind Power,AW-1500/77,2011,47,8493075,-64,6186385,
1421,New Brunswick,Lam?que Wind Power Project,45,LWP13,13/30,1500,77,80,Acciona Wind Power,AW-1500/77,2011,47,8463313,-64,6153284,
1422,New Brunswick,Lam?que Wind Power Project,45,LWP14,14/30,1500,77,80,Acciona Wind Power,AW-1500/77,2011,47,8438667,-64,6242923,
1423,New Brunswick,Lam?que Wind Power Project,45,LWP15,15/30,1500,77,80,Acciona Wind Power,AW-1500/77,2011,47,8409087,-64,6235119,
1424,New Brunswick,Lam?que Wind Power Project,45,LWP16,16/30,1500,77,80,Acciona Wind Power,AW-1500/77,2011,47,8378441,-64,6189261,
1425,New Brunswick,Lam?que Wind Power Project,45,LWP17,17/30,1500,77,80,Acciona Wind Power,AW-1500/77,2011,47,8339676,-64,653227,
1426,New Brunswick,Lam?que Wind Power Project,45,LWP18,18/30,1500,77,80,Acciona Wind Power,AW-1500/77,2011,47,8382994,-64,6543313,
1427,New Brunswick,Lam?que Wind Power Project,45,LWP19,19/30,1500,77,80,Acciona Wind Power,AW-1500/77,2011,47,8421825,-64,646129,
1428,New Brunswick,Lam?que Wind Power Project,45,LWP20,20/30,1500,77,80,Acciona Wind Power,AW-1500/77,2011,47,838235,-64,6327536,
1429,New Brunswick,Lam?que Wind Power Project,45,LWP21,21/30,1500,77,80,Acciona Wind Power,AW-1500/77,2011,47,8360371,-64,6307007,
1430,New Brunswick,Lam?que Wind Power Project,45,LWP22,22/30,1500,77,80,Acciona Wind Power,AW-1500/77,2011,47,8338297,-64,6286604,
1431,New Brunswick,Lam?que Wind Power Project,45,LWP23,23/30,1500,77,80,Acciona Wind Power,AW-1500/77,2011,47,832886,-64,6387916,
1432,New Brunswick,Lam?que Wind Power Project,45,LWP24,24/30,1500,77,80,Acciona Wind Power,AW-1500/77,2011,47,8298167,-64,6372907,
1433,New Brunswick,Lam?que Wind Power Project,45,LWP25,25/30,1500,77,80,Acciona Wind Power,AW-1500/77,2011,47,8270083,-64,6361839,
1434,New Brunswick,Lam?que Wind Power Project,45,LWP26,26/30,1500,77,80,Acciona Wind Power,AW-1500/77,2011,47,8245685,-64,6509718,
1435,New Brunswick,Lam?que Wind Power Project,45,LWP27,27/30,1500,77,80,Acciona Wind Power,AW-1500/77,2011,47,8220459,-64,6495392,
1436,New Brunswick,Lam?que Wind Power Project,45,LWP28,28/30,1500,77,80,Acciona Wind Power,AW-1500/77,2011,47,8192037,-64,6479736,
1437,New Brunswick,Lam?que Wind Power Project,45,LWP29,29/30,1500,77,80,Acciona Wind Power,AW-1500/77,2011,47,8168126,-64,6471204,
1438,New Brunswick,Lam?que Wind Power Project,45,LWP30,30/30,1500,77,80,Acciona Wind Power,AW-1500/77,2011,47,8144138,-64,6462637,
1439,New Brunswick,Cap-Pel�,2,35,CAP1,1/1,2350,92,98,Enercon,E-92,2018,46,1796214,-64,2385324,
1440,New Brunswick,Kent Hills 3,167,25,KHW51,51/55,3300,126,117,Vestas,V126,2018,45,8003973,-64,8345324,
1441,New Brunswick,Kent Hills 3,167,25,KHW52,52/55,3300,126,117,Vestas,V126,2018,45,7965559,-64,8354996,
1442,New Brunswick,Kent Hills 3,167,25,KHW57,53/55,3300,126,117,Vestas,V126,2018,45,7575856,-64,9640855,
1443,New Brunswick,Kent Hills 3,167,25,KHW58,54/55,3300,126,117,Vestas,V126,2018,45,7515448,-64,9594669,
1444,New Brunswick,Kent Hills 3,167,25,KHW59,55/55,3300,126,117,Vestas,V126,2018,45,744931,-64,9492784,
1445,Newfoundland and Labrador,Ramea,0,39,RAM1,1/6,65,15,5,24,5,Windmatic,WM15S,2004,47,523405,-57,398304,
1446,Newfoundland and Labrador,Ramea,0,39,RAM2,2/6,65,15,5,24,5,Windmatic,WM15S,2004,47,523086,-57,397821,
1447,Newfoundland and Labrador,Ramea,0,39,RAM3,3/6,65,15,5,24,5,Windmatic,WM15S,2004,47,522779,-57,397676,
1448,Newfoundland and Labrador,Ramea,0,39,RAM4,4/6,65,15,5,24,5,Windmatic,WM15S,2004,47,522462,-57,398825,
1449,Newfoundland and Labrador,Ramea,0,39,RAM5,5/6,65,15,5,24,5,Windmatic,WM15S,2004,47,522229,-57,398471,
1450,Newfoundland and Labrador,Ramea,0,39,RAM6,6/6,65,15,5,24,5,Windmatic,WM15S,2004,47,522256,-57,397244,
1451,Newfoundland and Labrador,,27,STL1,1/9,3000,90,80,Vestas,V90,2008,46,968007,-55,428683,
1452,Newfoundland and Labrador,St. Lawrence,27,STL2,2/9,3000,90,80,Vestas,V90,2008,46,965958,-55,426824,
1453,Newfoundland and Labrador,St. Lawrence,27,STL3,3/9,3000,90,80,Vestas,V90,2008,46,963797,-55,425298,
1454,Newfoundland and Labrador,St. Lawrence,27,STL4,4/9,3000,90,80,Vestas,V90,2008,46,961292,-55,426575,
1455,Newfoundland and Labrador,St. Lawrence,27,STL5,5/9,3000,90,80,Vestas,V90,2008,46,958974,-55,422809,
1456,Newfoundland and Labrador,St. Lawrence,27,STL6,6/9,3000,90,80,Vestas,V90,2008,46,956083,-55,432136,
1457,Newfoundland and Labrador,St. Lawrence,27,STL7,7/9,3000,90,80,Vestas,V90,2008,46,953709,-55,431985,
1458,Newfoundland and Labrador,St. Lawrence,27,STL8,8/9,3000,90,80,Vestas,V90,2008,46,951246,-55,430778,
1459,Newfoundland and Labrador,St. Lawrence,27,STL9,9/9,3000,90,80,Vestas,V90,2008,46,972828,-55,42759,
1460,Newfoundland and Labrador,Fermeuse,27,FEW1,1/9,3000,90,80,Vestas,V90,2009,46,989586,-53,017913,
1461,Newfoundland and Labrador,Fermeuse,27,FEW2,2/9,3000,90,80,Vestas,V90,2009,46,988596,-53,013315,
1462,Newfoundland and Labrador,Fermeuse,27,FEW3,3/9,3000,90,80,Vestas,V90,2009,46,986463,-53,010742,
1463,Newfoundland and Labrador,Fermeuse,27,FEW4,4/9,3000,90,80,Vestas,V90,2009,46,984552,-53,007956,
1464,Newfoundland and Labrador,Fermeuse,27,FEW5,5/9,3000,90,80,Vestas,V90,2009,46,983373,-53,004918,
1465,Newfoundland and Labrador,Fermeuse,27,FEW6,6/9,3000,90,80,Vestas,V90,2009,46,981144,-53,002098,
1466,Newfoundland and Labrador,Fermeuse,27,FEW7,7/9,3000,90,80,Vestas,V90,2009,46,97253,-52,977666,
1467,Newfoundland and Labrador,Fermeuse,27,FEW8,8/9,3000,90,80,Vestas,V90,2009,46,971025,-52,973944,
1468,Newfoundland and Labrador,Fermeuse,27,FEW9,9/9,3000,90,80,Vestas,V90,2009,46,969893,-52,970072,
1469,Newfoundland and Labrador,Ramea Wind Diesel,0,3,RWD1,1/3,100,15,25,Northwind,100B,2010,47,526864,-57,389697,
1470,Newfoundland and Labrador,Ramea Wind Diesel,0,3,RWD2,2/3,100,15,25,Northwind,100B,2010,47,526602,-57,38893,
1471,Newfoundland and Labrador,Ramea Wind Diesel,0,3,RWD3,3/3,100,15,25,Northwind,100B,2010,47,526883,-57,387321,
1472,Northwest Territories,Diavik Mine Wind Farm,9,2,DIM1,1/4,2300,71,64,Enercon,E-70,2012,64,49412,-110,334604,
1473,Northwest Territories,Diavik Mine Wind Farm,9,2,DIM2,2/4,2300,71,64,Enercon,E-70,2012,64,493746,-110,34204,
1474,Northwest Territories,Diavik Mine Wind Farm,9,2,DIM3,3/4,2300,71,64,Enercon,E-70,2012,64,489958,-110,342319,
1475,Northwest Territories,Diavik Mine Wind Farm,9,2,DIM4,4/4,2300,71,64,Enercon,E-70,2012,64,484569,-110,33456,
1476,Nova Scotia,Little Brook,0,6,LIB1,1/1,600,48,50,Turbowinds,T600-48,2002,44,299,-66,097,Hub height approximated from manufacturer specifications
1477,Nova Scotia,Brookfield,0,6,BRD1,1/1,600,48,50,Turbowinds,T600-48,2005,45,267193,-63,251702,Hub height approximated from manufacturer specifications
1478,Nova Scotia,Glace Bay & Donkin,1,6,GBD1,1/2,800,48,50,Enercon,E-48/800,2005,46,21778522,-59,98112297,
1479,Nova Scotia,Glace Bay & Donkin,1,6,GBD2,2/2,800,48,50,Enercon,E-48/800,2005,46,18481097,-59,8971744,
1480,Nova Scotia,Goodwood,0,6,GWO1,1/1,600,48,50,Turbowinds,T600-48,2005,44,607785,-63,678278,Turbine height approximated from manufacturer specifications
1481,Nova Scotia,Springhill,2,1,SPG1,1/2,1200,62,69,Vensys,V62,2005,45,611156,-64,023987,
1482,Nova Scotia,Digby Limited,0,8,DBL1,1/20,800,48,50,Enercon,E-48/800,2006,44,649192,-65,799676,Turbine height approximated from manufacturer specifications
1483,Nova Scotia,Fitzpatrick Mountain,1,6,FZM1,1/2,800,48,50,Enercon,E-48/800,2006,45,627252,-62,898996,
1484,Nova Scotia,Fitzpatrick Mountain,1,6,FZM2,2/2,800,48,50,Enercon,E-48/800,2006,45,626121,-62,901494,
1485,Nova Scotia,Higgins Mountain,3,6,HIG1,1/3,1200,62,69,Vensys,V62,2006,45,60038795,-63,63018303,
1486,Nova Scotia,Higgins Mountain,3,6,HIG2,2/3,1200,62,69,Vensys,V62,2006,45,5888312,-63,61393436,
1487,Nova Scotia,Higgins Mountain,3,6,HIG3,3/3,1200,62,69,Vensys,V62,2006,45,57560403,-63,61699911,
1488,Nova Scotia,Lingan,18,4,LIN1,1/8,2300,70,98,Enercon,E-70/2300,2006,46,24711744,-60,05164057,
1489,Nova Scotia,Lingan,18,4,LIN2,2/8,2300,70,98,Enercon,E-70/2300,2006,46,24725873,-60,0475767,
1490,Nova Scotia,Lingan,18,4,LIN3,3/8,2300,70,98,Enercon,E-70/2300,2006,46,24611255,-60,04222524,
1491,Nova Scotia,Lingan,18,4,LIN4,4/8,2300,70,98,Enercon,E-70/2300,2006,46,24488688,-60,03891236,
1492,Nova Scotia,Lingan,18,4,LIN5,5/8,2300,70,98,Enercon,E-70/2300,2006,46,24325379,-60,03420762,
1493,Nova Scotia,Lingan,18,4,LIN6,6/8,2300,70,98,Enercon,E-70/2300,2006,46,24200338,-60,03207297,
1494,Nova Scotia,Lingan,18,4,LIN7,7/8,2300,70,98,Enercon,E-70/2300,2006,46,24215872,-60,02921398,
1495,Nova Scotia,Marshville Limited,0,8,MVL1,1/1,800,48,50,Enercon,E-48/800,2006,45,757647,-63,102166,Hub height approximated from manufacturer specifications
1496,Nova Scotia,Point Tupper,22,8,POT1,1/12,800,48,50,Enercon,E-48/800,2006,45,57577365,-61,33836698,
1497,Nova Scotia,Springhill,2,1,SPG2,2/2,900,52,50,EWT,DW52,2006,45,599781,-64,0135678,
1498,Nova Scotia,Tiverton Riverhurst,0,9,TIR1,1/1,900,54,75,EWT,DW54,2006,44,407,-66,189249,Turbine height assumed from turbine model
1499,Nova Scotia,Dalhousie Mountain,51,DAL1,1/34,1500,77,80,GE,GE 1.5SLE,2009,45,58044478,-62,94014418,
1500,Nova Scotia,Dalhousie Mountain,51,DAL2,2/34,1500,77,80,GE,GE 1.5SLE,2009,45,58233153,-62,94381814,
1501,Nova Scotia,Dalhousie Mountain,51,DAL3,3/34,1500,77,80,GE,GE 1.5SLE,2009,45,58529231,-62,94641743,
1502,Nova Scotia,Dalhousie Mountain,51,DAL4,4/34,1500,77,80,GE,GE 1.5SLE,2009,45,58235789,-62,94949623,
1503,Nova Scotia,Dalhousie Mountain,51,DAL5,5/34,1500,77,80,GE,GE 1.5SLE,2009,45,5788235,-62,95825808,
1504,Nova Scotia,Dalhousie Mountain,51,DAL6,6/34,1500,77,80,GE,GE 1.5SLE,2009,45,57361483,-62,96194038,
1505,Nova Scotia,Dalhousie Mountain,51,DAL7,7/34,1500,77,80,GE,GE 1.5SLE,2009,45,56434259,-62,95102402,
1506,Nova Scotia,Dalhousie Mountain,51,DAL8,8/34,1500,77,80,GE,GE 1.5SLE,2009,45,5667101,-62,9476734,
1507,Nova Scotia,Dalhousie Mountain,51,DAL9,9/34,1500,77,80,GE,GE 1.5SLE,2009,45,56956314,-62,94482172,
1508,Nova Scotia,Dalhousie Mountain,51,DAL10,10/34,1500,77,80,GE,GE 1.5SLE,2009,45,57059675,-62,95023028,
1509,Nova Scotia,Dalhousie Mountain,51,DAL11,11/34,1500,77,80,GE,GE 1.5SLE,2009,45,57486123,-62,94794328,
1510,Nova Scotia,Dalhousie Mountain,51,DAL12,12/34,1500,77,80,GE,GE 1.5SLE,2009,45,56542038,-62,95989534,
1511,Nova Scotia,Dalhousie Mountain,51,DAL13,13/34,1500,77,80,GE,GE 1.5SLE,2009,45,56798778,-62,9563068,
1512,Nova Scotia,Dalhousie Mountain,51,DAL14,14/34,1500,77,80,GE,GE 1.5SLE,2009,45,57210649,-62,95536457,
1513,Nova Scotia,Dalhousie Mountain,51,DAL15,15/34,1500,77,80,GE,GE 1.5SLE,2009,45,56985738,-62,96225297,
1514,Nova Scotia,Dalhousie Mountain,51,DAL16,16/34,1500,77,80,GE,GE 1.5SLE,2009,45,56985731,-62,96754116,
1515,Nova Scotia,Dalhousie Mountain,51,DAL17,17/34,1500,77,80,GE,GE 1.5SLE,2009,45,57330327,-62,96904296,
1516,Nova Scotia,Dalhousie Mountain,51,DAL18,18/34,1500,77,80,GE,GE 1.5SLE,2009,45,59275675,-62,96305705,
1517,Nova Scotia,Dalhousie Mountain,51,DAL19,19/34,1500,77,80,GE,GE 1.5SLE,2009,45,58923881,-62,96699109,
1518,Nova Scotia,Dalhousie Mountain,51,DAL20,20/34,1500,77,80,GE,GE 1.5SLE,2009,45,58601136,-62,97085054,
1519,Nova Scotia,Dalhousie Mountain,51,DAL21,21/34,1500,77,80,GE,GE 1.5SLE,2009,45,58293348,-62,97525473,
1520,Nova Scotia,Dalhousie Mountain,51,DAL22,22/34,1500,77,80,GE,GE 1.5SLE,2009,45,57753154,-62,97079664,
1521,Nova Scotia,Dalhousie Mountain,51,DAL23,23/34,1500,77,80,GE,GE 1.5SLE,2009,45,57514009,-62,97595456,
1522,Nova Scotia,Dalhousie Mountain,51,DAL24,24/34,1500,77,80,GE,GE 1.5SLE,2009,45,57221149,-62,9807865,
1523,Nova Scotia,Dalhousie Mountain,51,DAL25,25/34,1500,77,80,GE,GE 1.5SLE,2009,45,56885882,-62,98444281,
1524,Nova Scotia,Dalhousie Mountain,51,DAL26,26/34,1500,77,80,GE,GE 1.5SLE,2009,45,56673792,-62,9905673,
1525,Nova Scotia,Dalhousie Mountain,51,DAL27,27/34,1500,77,80,GE,GE 1.5SLE,2009,45,56655678,-62,99598227,
1526,Nova Scotia,Dalhousie Mountain,51,DAL28,28/34,1500,77,80,GE,GE 1.5SLE,2009,45,56983276,-62,99891448,
1527,Nova Scotia,Dalhousie Mountain,51,DAL29,29/34,1500,77,80,GE,GE 1.5SLE,2009,45,56866959,-63,00482736,
1528,Nova Scotia,Dalhousie Mountain,51,DAL30,30/34,1500,77,80,GE,GE 1.5SLE,2009,45,56077988,-62,98740388,
1529,Nova Scotia,Dalhousie Mountain,51,DAL31,31/34,1500,77,80,GE,GE 1.5SLE,2009,45,55613823,-62,9850923,
1530,Nova Scotia,Dalhousie Mountain,51,DAL32,32/34,1500,77,80,GE,GE 1.5SLE,2009,45,55189557,-62,97746607,
1531,Nova Scotia,Dalhousie Mountain,51,DAL33,33/34,1500,77,80,GE,GE 1.5SLE,2009,45,54715778,-62,9755995,
1532,Nova Scotia,Dalhousie Mountain,51,DAL34,34/34,1500,77,80,GE,GE 1.5SLE,2009,45,54311368,-62,97798738,
1533,Nova Scotia,Digby Neck,30,DIG1,1/20,1500,77,80,GE,GE 1.5SLE,2010,44,6043566,-65,94442869,
1534,Nova Scotia,Digby Neck,30,DIG2,2/20,1500,77,80,GE,GE 1.5SLE,2010,44,60076781,-65,95082133,
1535,Nova Scotia,Digby Neck,30,DIG3,3/20,1500,77,80,GE,GE 1.5SLE,2010,44,59707261,-65,95445948,
1536,Nova Scotia,Digby Neck,30,DIG4,4/20,1500,77,80,GE,GE 1.5SLE,2010,44,59448809,-65,95694356,
1537,Nova Scotia,Digby Neck,30,DIG5,5/20,1500,77,80,GE,GE 1.5SLE,2010,44,60488049,-65,93563569,
1538,Nova Scotia,Digby Neck,30,DIG6,6/20,1500,77,80,GE,GE 1.5SLE,2010,44,60258046,-65,93954482,
1539,Nova Scotia,Digby Neck,30,DIG7,7/20,1500,77,80,GE,GE 1.5SLE,2010,44,60070825,-65,94248142,
1540,Nova Scotia,Digby Neck,30,DIG8,8/20,1500,77,80,GE,GE 1.5SLE,2010,44,59685801,-65,9492452,
1541,Nova Scotia,Digby Neck,30,DIG9,9/20,1500,77,80,GE,GE 1.5SLE,2010,44,59370467,-65,95399465,
1542,Nova Scotia,Digby Neck,30,DIG10,10/20,1500,77,80,GE,GE 1.5SLE,2010,44,59205272,-65,95958494,
1543,Nova Scotia,Digby Neck,30,DIG11,11/20,1500,77,80,GE,GE 1.5SLE,2010,44,58989017,-65,95810869,
1544,Nova Scotia,Digby Neck,30,DIG12,12/20,1500,77,80,GE,GE 1.5SLE,2010,44,58823201,-65,95522574,
1545,Nova Scotia,Digby Neck,30,DIG13,13/20,1500,77,80,GE,GE 1.5SLE,2010,44,58966685,-65,95270241,
1546,Nova Scotia,Digby Neck,30,DIG14,14/20,1500,77,80,GE,GE 1.5SLE,2010,44,59123703,-65,95017411,
1547,Nova Scotia,Digby Neck,30,DIG15,15/20,1500,77,80,GE,GE 1.5SLE,2010,44,59260205,-65,94768217,
1548,Nova Scotia,Digby Neck,30,DIG16,16/20,1500,77,80,GE,GE 1.5SLE,2010,44,59373835,-65,94513619,
1549,Nova Scotia,Digby Neck,30,DIG17,17/20,1500,77,80,GE,GE 1.5SLE,2010,44,59478442,-65,94243423,
1550,Nova Scotia,Digby Neck,30,DIG18,18/20,1500,77,80,GE,GE 1.5SLE,2010,44,59596595,-65,93994908,
1551,Nova Scotia,Digby Neck,30,DIG19,19/20,1500,77,80,GE,GE 1.5SLE,2010,44,59894326,-65,93724571,
1552,Nova Scotia,Digby Neck,30,DIG20,20/20,1500,77,80,GE,GE 1.5SLE,2010,44,60132362,-65,93541715,
1553,Nova Scotia,Maryvale,6,MAR1,1/4,1500,77,85,Vensys,V77,2010,45,73287854,-62,06552773,
1554,Nova Scotia,Maryvale,6,MAR2,2/4,1500,77,85,Vensys,V77,2010,45,73033318,-62,06261397,
1555,Nova Scotia,Maryvale,6,MAR3,3/4,1500,77,85,Vensys,V77,2010,45,72796227,-62,06509487,
1556,Nova Scotia,Maryvale,6,MAR4,4/4,1500,77,85,Vensys,V77,2010,45,72836902,-62,06852466,
1557,Nova Scotia,Nuttby,50,6,NUT1,1/22,2300,82,78,Enercon,E-82/2300,2010,45,55538976,-63,20425672,
1558,Nova Scotia,Nuttby,50,6,NUT2,2/22,2300,82,78,Enercon,E-82/2300,2010,45,55815277,-63,2065037,
1559,Nova Scotia,Nuttby,50,6,NUT3,3/22,2300,82,78,Enercon,E-82/2300,2010,45,55964018,-63,20075891,
1560,Nova Scotia,Nuttby,50,6,NUT4,4/22,2300,82,78,Enercon,E-82/2300,2010,45,56671082,-63,20264955,
1561,Nova Scotia,Nuttby,50,6,NUT5,5/22,2300,82,78,Enercon,E-82/2300,2010,45,56889527,-63,21065997,
1562,Nova Scotia,Nuttby,50,6,NUT6,6/22,2300,82,78,Enercon,E-82/2300,2010,45,56903211,-63,21751942,
1563,Nova Scotia,Nuttby,50,6,NUT7,7/22,2300,82,78,Enercon,E-82/2300,2010,45,56362557,-63,21529086,
1564,Nova Scotia,Nuttby,50,6,NUT8,8/22,2300,82,78,Enercon,E-82/2300,2010,45,56485197,-63,22481265,
1565,Nova Scotia,Nuttby,50,6,NUT9,9/22,2300,82,78,Enercon,E-82/2300,2010,45,56348482,-63,23318407,
1566,Nova Scotia,Nuttby,50,6,NUT10,10/22,2300,82,78,Enercon,E-82/2300,2010,45,55613268,-63,2409019,
1567,Nova Scotia,Nuttby,50,6,NUT11,11/22,2300,82,78,Enercon,E-82/2300,2010,45,56289784,-63,24528193,
1568,Nova Scotia,Nuttby,50,6,NUT12,12/22,2300,82,78,Enercon,E-82/2300,2010,45,56634464,-63,24062072,
1569,Nova Scotia,Nuttby,50,6,NUT13,13/22,2300,82,78,Enercon,E-82/2300,2010,45,56757244,-63,24687355,
1570,Nova Scotia,Nuttby,50,6,NUT14,14/22,2300,82,78,Enercon,E-82/2300,2010,45,56969076,-63,24264859,
1571,Nova Scotia,Nuttby,50,6,NUT15,15/22,2300,82,78,Enercon,E-82/2300,2010,45,55561308,-63,23215191,
1572,Nova Scotia,Nuttby,50,6,NUT16,16/22,2300,82,78,Enercon,E-82/2300,2010,45,55850018,-63,23243361,
1573,Nova Scotia,Nuttby,50,6,NUT17,17/22,2300,82,78,Enercon,E-82/2300,2010,45,56059871,-63,22550517,
1574,Nova Scotia,Nuttby,50,6,NUT18,18/22,2300,82,78,Enercon,E-82/2300,2010,45,55992141,-63,21989385,
1575,Nova Scotia,Nuttby,50,6,NUT19,19/22,2300,82,78,Enercon,E-82/2300,2010,45,55810978,-63,224587,
1576,Nova Scotia,Nuttby,50,6,NUT20,20/22,2300,82,78,Enercon,E-82/2300,2010,45,55169099,-63,22815281,
1577,Nova Scotia,Nuttby,50,6,NUT21,21/22,2300,82,78,Enercon,E-82/2300,2010,45,55495041,-63,2194583,
1578,Nova Scotia,Nuttby,50,6,NUT22,22/22,2300,82,78,Enercon,E-82/2300,2010,45,55082243,-63,21890852,
1579,Nova Scotia,Point Tupper,22,8,POT2,2/12,2000,82,78,Enercon,E-82/2300,2010,45,57203855,-61,3207322,
1580,Nova Scotia,Point Tupper,22,8,POT3,3/12,2000,82,78,Enercon,E-82/2300,2010,45,57348856,-61,3162728,
1581,Nova Scotia,Point Tupper,22,8,POT4,4/12,2000,82,78,Enercon,E-82/2300,2010,45,57042774,-61,31669454,
1582,Nova Scotia,Point Tupper,22,8,POT5,5/12,2000,82,78,Enercon,E-82/2300,2010,45,57153331,-61,31141903,
1583,Nova Scotia,Point Tupper,22,8,POT6,6/12,2000,82,78,Enercon,E-82/2300,2010,45,57226645,-61,30678661,
1584,Nova Scotia,Point Tupper,22,8,POT7,7/12,2000,82,78,Enercon,E-82/2300,2010,45,56591059,-61,31712813,
1585,Nova Scotia,Point Tupper,22,8,POT8,8/12,2000,82,78,Enercon,E-82/2300,2010,45,56826981,-61,31282097,
1586,Nova Scotia,Point Tupper,22,8,POT9,9/12,2000,82,78,Enercon,E-82/2300,2010,45,56862431,-61,30784838,
1587,Nova Scotia,Point Tupper,22,8,POT10,10/12,2000,82,78,Enercon,E-82/2300,2010,45,56660897,-61,30368068,
1588,Nova Scotia,Point Tupper,22,8,POT11,11/12,2000,82,78,Enercon,E-82/2300,2010,45,56412677,-61,3006513,
1589,Nova Scotia,Point Tupper,22,8,POT12,12/12,2000,82,78,Enercon,E-82/2300,2010,45,5639001,-61,29584987,
1590,Nova Scotia,Glen Dhu,62,1,DHU1,1/27,2300,82,78,Enercon,E-82/2300,2011,45,68823827,-62,20221753,
1591,Nova Scotia,Glen Dhu,62,1,DHU2,2/27,2300,82,78,Enercon,E-82/2300,2011,45,686881,-62,20647824,
1592,Nova Scotia,Glen Dhu,62,1,DHU3,3/27,2300,82,78,Enercon,E-82/2300,2011,45,68509637,-62,21209475,
1593,Nova Scotia,Glen Dhu,62,1,DHU4,4/27,2300,82,78,Enercon,E-82/2300,2011,45,68333411,-62,20689818,
1594,Nova Scotia,Glen Dhu,62,1,DHU5,5/27,2300,82,78,Enercon,E-82/2300,2011,45,68329189,-62,19982699,
1595,Nova Scotia,Glen Dhu,62,1,DHU6,6/27,2300,82,78,Enercon,E-82/2300,2011,45,68005534,-62,21652178,
1596,Nova Scotia,Glen Dhu,62,1,DHU7,7/27,2300,82,78,Enercon,E-82/2300,2011,45,67807438,-62,20945814,
1597,Nova Scotia,Glen Dhu,62,1,DHU8,8/27,2300,82,78,Enercon,E-82/2300,2011,45,67463971,-62,20953113,
1598,Nova Scotia,Glen Dhu,62,1,DHU9,9/27,2300,82,78,Enercon,E-82/2300,2011,45,67657199,-62,20582759,
1599,Nova Scotia,Glen Dhu,62,1,DHU10,10/27,2300,82,78,Enercon,E-82/2300,2011,45,67623105,-62,19895483,
1600,Nova Scotia,Glen Dhu,62,1,DHU11,11/27,2300,82,78,Enercon,E-82/2300,2011,45,67283345,-62,19631976,
1601,Nova Scotia,Glen Dhu,62,1,DHU12,12/27,2300,82,78,Enercon,E-82/2300,2011,45,66996463,-62,19708646,
1602,Nova Scotia,Glen Dhu,62,1,DHU13,13/27,2300,82,78,Enercon,E-82/2300,2011,45,66924996,-62,2031204,
1603,Nova Scotia,Glen Dhu,62,1,DHU14,14/27,2300,82,78,Enercon,E-82/2300,2011,45,67003012,-62,21430393,
1604,Nova Scotia,Glen Dhu,62,1,DHU15,15/27,2300,82,78,Enercon,E-82/2300,2011,45,6755173,-62,22197207,
1605,Nova Scotia,Glen Dhu,62,1,DHU16,16/27,2300,82,78,Enercon,E-82/2300,2011,45,67073235,-62,22309793,
